"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
670970,"Morejon, Adrian","L",249,135,"42.8",1.8101630854650308,5.9207630522088355,0.1681294890793119,4.398530278332582
670990,"Ramírez, Yohan","R",286,134,"24.1",-2.5395706141298753,5.126048951048951,-0.4617889383343929,4.199344784226469
671096,"Abbott, Andrew","L",519,113,"52.6",1.403429097264846,6.024258188824663,0.05878125886543094,4.264085056618549
671212,"Boyle, Joe","R",256,139,"26.7",-2.2887217633331725,5.540390625,-0.11597337761809269,4.445731399704768
671737,"Bradley, Taj","R",706,142,"57.7",-1.192806927594308,6.162535410764873,0.0355294134058465,4.216129367580151
671922,"Smith, Cade","R",258,114,"38.9",-1.8891537471177307,5.723837209302325,-0.02214230126158991,4.218650863629454
672282,"Detmers, Reid","L",568,108,"43.9",1.5180726134014404,6.1002112676056335,-0.08708723983831688,4.5516385309181295
672335,"Pérez, Cionel","L",259,120,"35.2",2.056968636640967,5.526756756756757,0.23013691732221145,4.239839592151357
672456,"Montero, Keider","R",399,116,"42.5",-1.574160485162298,5.772255639097744,0.09343713293930012,4.2426022822207035
672582,"Zerpa, Angel","L",216,158,"25.2",2.2268440705168735,5.1147685185185185,0.25880142189872585,4.1880922397999605
672782,"Gómez, Yoendrys","R",269,139,"31.6",-2.026029631673469,5.3660966542750925,-0.01694658105215726,4.128403740664904
673540,"Senga, Kodai","R",367,121,"48.3",-1.4397065611918436,6.005367847411444,0.08154232685890804,4.298158772287711
673929,"Leasure, Jordan","R",233,145,"53.9",-1.094256857347759,5.929527896995708,0.23071036660469885,4.1135258558827354
674370,"Bido, Osvaldo","R",259,9999,"32.3",-2.1244291227812777,5.8762934362934365,-0.08427640864699688,4.585619598896069
675848,"Mejia, Juan","R",287,115,"36.5",-2.176389233137158,5.914668989547038,-0.24134692187296206,4.48071740141733
676083,"Junk, Janson","R",490,146,"49.1",-1.3089588745473306,5.678959183673469,0.11466349048710393,4.032037569027611
676106,"Hancock, Emerson","R",544,136,"12.4",-2.8463512373743907,5.136580882352941,-0.5668921796358918,4.633981233616441
676254,"Walker, Ryan","R",205,137,"16.4",-2.9040564729434024,4.96180487804878,-0.6243423816355811,4.289935318464415
676263,"Dreyer, Jack","L",213,119,"59.2",0.8617090552675711,6.013427230046949,-0.28351382842509604,4.093697922472446
676282,"Cantillo, Joey","L",521,114,"52.8",1.13550236921231,5.983339731285988,-0.24234383264734963,4.166949232587818
676440,"Bibee, Tanner","R",616,114,"59.6",-0.9847881613063323,6.394074675324675,0.10811713356830334,4.5325812873289815
676467,"Gordon, Colton","L",200,117,"31.0",2.27263236180647,5.57475,0.24951784937611407,4.357071217468806
676477,"Whitlock, Garrett","R",193,111,"41.9",-1.7564823351654846,5.959274611398964,-0.10255999787574004,4.474600876949932
